Date,Close,High,Low,Open,Volume
05-06-2017,2618.100098,2618.100098,2618.100098,2618.100098,0
06-06-2017,2618.100098,2618.100098,2618.100098,2618.100098,0
07-06-2017,2618.100098,2618.100098,2618.100098,2618.100098,0
08-06-2017,2635.01001,2635.01001,2635,2635.01001,7
09-06-2017,2656,2656,2656,2656,4
12-06-2017,2656,2656,2656,2656,0
13-06-2017,2656,2656,2656,2656,0
14-06-2017,2656,2656,2656,2656,0
15-06-2017,2656,2656,2656,2656,0
16-06-2017,2656,2656,2656,2656,0
19-06-2017,2656,2656,2656,2656,0
20-06-2017,2656,2656,2656,2656,0
21-06-2017,2660,2660,2660,2660,8
22-06-2017,2675,2766.5,2650,2650,24
23-06-2017,2675,2675,2675,2675,0
27-06-2017,2675,2675,2675,2675,0
28-06-2017,2675,2675,2675,2675,0
29-06-2017,2675,2675,2675,2675,0
30-06-2017,2600,2600,2600,2600,7
03-07-2017,2600,2600,2600,2600,0
04-07-2017,2600,2600,2600,2600,0
05-07-2017,2525.01001,2580,2525.01001,2580,3
06-07-2017,2525.01001,2525.01001,2525.01001,2525.01001,0
07-07-2017,2525.01001,2525.01001,2525.01001,2525.01001,0
10-07-2017,2545,2550,2545,2550,5
11-07-2017,2514.030029,2514.030029,2514.030029,2514.030029,2
12-07-2017,2514.030029,2514.030029,2514.030029,2514.030029,0
13-07-2017,2551,2551,2551,2551,4
14-07-2017,2510,2555,2510,2555,2
17-07-2017,2510,2510,2510,2510,0
18-07-2017,2505.02002,2555,2505.02002,2555,2
19-07-2017,2505.02002,2505.02002,2505.02002,2505.02002,0
20-07-2017,2600,2600,2600,2600,50
21-07-2017,2620,2620,2620,2620,5
24-07-2017,2620,2620,2620,2620,0
25-07-2017,2620,2620,2620,2620,0
26-07-2017,2620,2620,2620,2620,0
27-07-2017,2620,2620,2620,2620,0
28-07-2017,2620,2620,2620,2620,0
31-07-2017,2620,2620,2620,2620,0
01-08-2017,2545.100098,2545.100098,2545.100098,2545.100098,3
02-08-2017,2545.100098,2545.100098,2545.100098,2545.100098,0
03-08-2017,2545.100098,2545.100098,2545.100098,2545.100098,0
04-08-2017,2595,2595,2595,2595,57
07-08-2017,2595,2595,2595,2595,0
08-08-2017,2561.01001,2561.01001,2561.01001,2561.01001,5
09-08-2017,2630,2640,2630,2640,13
10-08-2017,2630,2630,2630,2630,0
11-08-2017,2630,2630,2630,2630,0
14-08-2017,2630,2630,2630,2630,0
16-08-2017,2595.100098,2595.100098,2595.100098,2595.100098,22
17-08-2017,2595.100098,2595.100098,2595.100098,2595.100098,0
18-08-2017,2595.100098,2595.100098,2595.100098,2595.100098,0
21-08-2017,2660,2660,2660,2660,6
22-08-2017,2540,2540,2530.02002,2530.02002,24
23-08-2017,2540,2540,2540,2540,0
24-08-2017,2540,2540,2540,2540,0
28-08-2017,2540,2540,2540,2540,0
29-08-2017,2540,2540,2540,2540,0
30-08-2017,2540,2540,2540,2540,0
31-08-2017,2700,2700,2700,2700,10
01-09-2017,2799.98999,2799.98999,2799.98999,2799.98999,1
04-09-2017,2707,2707,2691.050049,2691.050049,10
05-09-2017,2707,2707,2707,2707,0
06-09-2017,2707,2707,2707,2707,0
07-09-2017,2780,2780,2780,2780,3
08-09-2017,2780,2780,2780,2780,0
11-09-2017,2775,2775.050049,2775,2775.050049,10
12-09-2017,2775,2775,2775,2775,0
13-09-2017,2775,2775,2775,2775,0
14-09-2017,2752,2752,2752,2752,4
15-09-2017,2686,2686.25,2686,2686.25,5
18-09-2017,2737,2737,2737,2737,2
19-09-2017,2737,2737,2737,2737,0
20-09-2017,2737,2737,2737,2737,0
21-09-2017,2737,2737,2737,2737,0
22-09-2017,2737,2737,2737,2737,0
25-09-2017,2737,2737,2737,2737,0
26-09-2017,2737,2737,2737,2737,0
27-09-2017,2737,2737,2737,2737,0
28-09-2017,2737,2737,2737,2737,0
29-09-2017,2737,2737,2737,2737,0
03-10-2017,2737,2737,2737,2737,0
04-10-2017,2737,2737,2737,2737,0
05-10-2017,2737,2737,2737,2737,0
06-10-2017,2737,2737,2737,2737,0
09-10-2017,2737,2737,2737,2737,70
10-10-2017,2737,2737,2737,2737,0
11-10-2017,2737,2737,2737,2737,0
12-10-2017,2741,2741,2741,2741,5
13-10-2017,2676.050049,2676.050049,2676,2676,16
16-10-2017,2676.050049,2676.050049,2676.050049,2676.050049,0
17-10-2017,2882.669922,2900,2800,2800,55
18-10-2017,2731.01001,2899,2731.01001,2801,57
19-10-2017,2898.830078,2899,2898.5,2899,3
23-10-2017,2898.830078,2898.830078,2898.830078,2898.830078,0
24-10-2017,2898.830078,2898.830078,2898.830078,2898.830078,0
25-10-2017,2675.01001,2675.01001,2675.01001,2675.01001,4
26-10-2017,2671.070068,2671.110107,2671.070068,2671.110107,14
27-10-2017,2671.070068,2671.070068,2671.070068,2671.070068,0
30-10-2017,2671.070068,2671.070068,2671.070068,2671.070068,0
31-10-2017,2671.070068,2671.070068,2671.070068,2671.070068,0
01-11-2017,2655,2655.5,2655,2655.5,10
02-11-2017,2655,2655,2655,2655,0
03-11-2017,2655,2655,2655,2655,0
06-11-2017,2655,2655,2655,2655,0
07-11-2017,2651.030029,2683,2650,2683,32
08-11-2017,2651.030029,2651.030029,2651.030029,2651.030029,0
09-11-2017,2651.030029,2651.030029,2651.030029,2651.030029,0
10-11-2017,2651.030029,2651.030029,2651.030029,2651.030029,0
13-11-2017,2651.030029,2651.030029,2651.030029,2651.030029,0
14-11-2017,2651.030029,2651.030029,2651.030029,2651.030029,0
15-11-2017,2700,2700,2700,2700,17
16-11-2017,2700,2700,2700,2700,0
17-11-2017,2700,2700,2700,2700,0
20-11-2017,2645,2645,2645,2645,1
21-11-2017,2645,2645,2645,2645,0
22-11-2017,2720,2720,2720,2720,2
23-11-2017,2720,2720,2720,2720,0
24-11-2017,2720,2720,2720,2720,0
27-11-2017,2720,2720,2720,2720,0
28-11-2017,2720,2720,2720,2720,0
29-11-2017,2715,2715,2622.01001,2622.01001,7
30-11-2017,2715,2715,2715,2715,0
01-12-2017,2715,2715,2715,2715,0
04-12-2017,2715,2715,2715,2715,0
05-12-2017,2715,2715,2715,2715,0
06-12-2017,2650,2650,2650,2650,6
07-12-2017,2650,2650,2650,2650,0
08-12-2017,2650,2650,2650,2650,0
11-12-2017,2650,2650,2650,2650,0
12-12-2017,2650,2650,2650,2650,0
13-12-2017,2650,2650,2650,2650,0
14-12-2017,2600,2600,2600,2600,12
15-12-2017,2600,2600,2600,2600,0
18-12-2017,2600,2600,2600,2600,0
19-12-2017,2600,2600,2600,2600,0
20-12-2017,2600,2600,2600,2600,0
21-12-2017,2600,2600,2600,2600,0
22-12-2017,2600,2600,2600,2600,0
26-12-2017,2671,2671,2550,2550,10
27-12-2017,2590.840088,2591,2590.050049,2591,12
28-12-2017,2590.840088,2590.840088,2590.840088,2590.840088,0
29-12-2017,2590.840088,2590.840088,2590.840088,2590.840088,0
01-01-2018,2590.840088,2590.840088,2590.840088,2590.840088,0
02-01-2018,2590.840088,2590.840088,2590.840088,2590.840088,0
03-01-2018,2590.840088,2590.840088,2590.840088,2590.840088,0
04-01-2018,2700,2700,2700,2700,10
05-01-2018,2700,2700,2700,2700,0
08-01-2018,2700,2700,2700,2700,0
09-01-2018,2700,2700,2700,2700,0
10-01-2018,2700,2700,2700,2700,0
11-01-2018,2700,2700,2700,2700,0
12-01-2018,2700,2700,2700,2700,0
15-01-2018,2760,2760,2740,2750,16
16-01-2018,2760,2760,2760,2760,0
17-01-2018,2760,2760,2760,2760,0
18-01-2018,2760,2760,2760,2760,8
19-01-2018,2760,2760,2760,2760,0
22-01-2018,2760,2760,2760,2760,0
23-01-2018,2760,2760,2760,2760,0
24-01-2018,2760,2760,2760,2760,0
25-01-2018,2705.01001,2705.01001,2705.01001,2705.01001,14
29-01-2018,2704,2704,2704,2704,16
30-01-2018,2797,2797,2797,2797,5
31-01-2018,2797,2797,2797,2797,0
01-02-2018,2797,2797,2797,2797,0
02-02-2018,2778.98999,2780,2670,2670,82
05-02-2018,2778,2778,2773,2773,14
06-02-2018,2800,2800,2799.98999,2799.98999,8
07-02-2018,2780,2780,2780,2780,10
08-02-2018,2698.100098,2698.100098,2698.100098,2698.100098,1
09-02-2018,2698.100098,2698.100098,2698.100098,2698.100098,0
12-02-2018,2698.100098,2698.100098,2698.100098,2698.100098,0
14-02-2018,2786,2786,2786,2786,10
15-02-2018,2820,2820,2800,2800,167
16-02-2018,2830,2830,2830,2830,5
19-02-2018,2828,2828,2828,2828,10
20-02-2018,2840,2840,2840,2840,1
21-02-2018,2840,2840,2840,2840,0
22-02-2018,2840,2840,2840,2840,0
23-02-2018,2840,2840,2840,2840,0
26-02-2018,2840,2840,2840,2840,0
27-02-2018,2840,2840,2840,2840,0
28-02-2018,2840,2840,2840,2840,0
01-03-2018,2840,2840,2840,2840,0
05-03-2018,2800,2800,2800,2800,14
06-03-2018,2800,2800,2800,2800,0
07-03-2018,2800,2800,2800,2800,0
08-03-2018,2800,2800,2800,2800,0
09-03-2018,2800,2800,2800,2800,0
12-03-2018,2800,2800,2800,2800,10
13-03-2018,2720,2720,2720,2720,10
14-03-2018,2805,2805,2805,2805,1
15-03-2018,2759,2759,2759,2759,20
16-03-2018,2759,2759,2759,2759,0
19-03-2018,2759,2759,2759,2759,0
20-03-2018,2785,2785,2785,2785,2
21-03-2018,2785,2785,2785,2785,0
22-03-2018,2800,2800,2800,2800,110
23-03-2018,2800,2800,2800,2800,0
26-03-2018,2800,2800,2800,2800,0
27-03-2018,2800,2800,2800,2800,0
28-03-2018,2800,2800,2800,2800,0
02-04-2018,2860,2860,2860,2860,1
03-04-2018,2860,2860,2860,2860,0
04-04-2018,2838,2838,2770.600098,2770.600098,36
05-04-2018,2838,2838,2838,2838,0
06-04-2018,2838,2838,2838,2838,0
09-04-2018,2838,2838,2838,2838,0
10-04-2018,2838,2838,2838,2838,0
11-04-2018,2825,2825,2800,2800,10
12-04-2018,2860,2860,2860,2860,62
13-04-2018,2860,2860,2860,2860,0
16-04-2018,2860,2860,2860,2860,0
17-04-2018,2825.100098,2825.100098,2825.100098,2825.100098,10
18-04-2018,2825.100098,2825.100098,2825.100098,2825.100098,0
19-04-2018,2780,2780,2780,2780,8
20-04-2018,2882,2882,2882,2882,20
23-04-2018,2882,2882,2882,2882,0
24-04-2018,2850,2850,2850,2850,10
25-04-2018,2850,2850,2850,2850,0
26-04-2018,2770,2770,2770,2770,11
27-04-2018,2770,2770,2770,2770,0
30-04-2018,2770,2770,2770,2770,0
02-05-2018,2823,2823,2823,2823,3
03-05-2018,2823,2823,2823,2823,0
04-05-2018,2823,2823,2823,2823,0
07-05-2018,2823,2823,2823,2823,0
08-05-2018,2823,2823,2823,2823,0
09-05-2018,2823,2823,2823,2823,0
10-05-2018,2900,2900,2900,2900,2
11-05-2018,2900,2900,2900,2900,0
14-05-2018,2900,2900,2900,2900,0
15-05-2018,2900,2900,2900,2900,0
16-05-2018,2763,2763,2763,2763,5
17-05-2018,2763,2763,2763,2763,0
18-05-2018,2763,2763,2763,2763,0
21-05-2018,2763,2763,2763,2763,0
22-05-2018,2763,2763,2763,2763,0
23-05-2018,2763,2763,2763,2763,0
24-05-2018,2763,2763,2763,2763,0
25-05-2018,2869,2869,2869,2869,18
28-05-2018,2869,2869,2869,2869,0
29-05-2018,2869,2869,2869,2869,8
30-05-2018,2869,2869,2869,2869,0
31-05-2018,2869,2869,2869,2869,0
01-06-2018,2869,2869,2869,2869,0
04-06-2018,2869,2869,2869,2869,0
05-06-2018,2869,2869,2869,2869,0
06-06-2018,2757,2757,2757,2757,10
07-06-2018,2757,2757,2757,2757,0
08-06-2018,2757,2757,2757,2757,0
11-06-2018,2828,2828,2828,2828,10
12-06-2018,2828,2828,2828,2828,0
13-06-2018,2828,2828,2828,2828,0
14-06-2018,2820,2820,2805,2805,17
15-06-2018,2820,2820,2820,2820,0
18-06-2018,2820,2820,2820,2820,0
19-06-2018,2820,2820,2820,2820,0
20-06-2018,2820,2820,2820,2820,0
21-06-2018,2820,2820,2820,2820,0
22-06-2018,2820,2820,2820,2820,0
25-06-2018,2820,2820,2820,2820,0
26-06-2018,2997,2997,2997,2997,1
27-06-2018,2997,2997,2997,2997,0
28-06-2018,2997,2997,2997,2997,0
29-06-2018,2997,2997,2997,2997,0
02-07-2018,2997,2997,2997,2997,0
03-07-2018,2997,2997,2997,2997,0
04-07-2018,2997,2997,2997,2997,0
05-07-2018,2997,2997,2997,2997,0
06-07-2018,2997,2997,2997,2997,0
09-07-2018,2997,2997,2997,2997,0
10-07-2018,2997,2997,2997,2997,0
11-07-2018,2997,2997,2997,2997,0
12-07-2018,2997,2997,2997,2997,0
13-07-2018,2997,2997,2997,2997,0
16-07-2018,2997,2997,2997,2997,0
17-07-2018,2997,2997,2997,2997,0
18-07-2018,2997,2997,2997,2997,0
19-07-2018,2751,2751,2751,2751,3
20-07-2018,2751.01001,2751.01001,2751.01001,2751.01001,6
23-07-2018,2751.01001,2751.01001,2751.01001,2751.01001,0
24-07-2018,2751.01001,2751.01001,2751.01001,2751.01001,0
25-07-2018,2751.01001,2751.01001,2751.01001,2751.01001,0
26-07-2018,2751,2751,2751,2751,10
27-07-2018,2751,2751,2751,2751,0
30-07-2018,2751,2751,2751,2751,0
31-07-2018,2751,2751,2751,2751,0
01-08-2018,2751,2751,2751,2751,0
02-08-2018,2706.600098,2750,2706.600098,2750,2
03-08-2018,2707,2750,2707,2750,4
06-08-2018,2707,2707,2707,2707,0
07-08-2018,2730,2750,2705,2750,7
08-08-2018,2730,2730,2730,2730,0
09-08-2018,2730,2730,2730,2730,0
10-08-2018,2730,2730,2730,2730,0
13-08-2018,2750,2750,2749,2749,2
14-08-2018,2750,2750,2750,2750,0
16-08-2018,2750,2750,2750,2750,0
17-08-2018,2750,2750,2750,2750,0
20-08-2018,2750,2750,2750,2750,0
21-08-2018,2750,2750,2750,2750,0
23-08-2018,2750,2750,2750,2750,0
24-08-2018,2750,2750,2750,2750,0
27-08-2018,2750,2750,2750,2750,0
28-08-2018,2750,2750,2750,2750,0
29-08-2018,2750,2750,2750,2750,0
30-08-2018,2750,2750,2750,2750,0
31-08-2018,2774,2774,2774,2774,5
03-09-2018,2774,2774,2774,2774,0
04-09-2018,2771,2790,2771,2790,10
05-09-2018,2771,2771,2771,2771,0
06-09-2018,2772,2772,2771,2771,2
07-09-2018,2772,2772,2772,2772,0
10-09-2018,2772,2772,2772,2772,0
11-09-2018,2772,2772,2772,2772,0
12-09-2018,2805,2805,2805,2805,13
14-09-2018,2805,2805,2805,2805,0
17-09-2018,2805,2805,2805,2805,0
18-09-2018,2805,2805,2805,2805,0
19-09-2018,2805,2805,2805,2805,0
21-09-2018,2805,2805,2805,2805,0
24-09-2018,2687,2687,2687,2687,1
25-09-2018,2687,2687,2687,2687,0
26-09-2018,2687,2687,2687,2687,0
27-09-2018,2692,2692,2692,2692,1
28-09-2018,2692,2692,2692,2692,0
01-10-2018,2692,2692,2692,2692,0
03-10-2018,2692,2692,2692,2692,0
04-10-2018,2692,2692,2692,2692,0
05-10-2018,2692,2692,2692,2692,0
08-10-2018,2692,2692,2692,2692,0
09-10-2018,2692,2692,2692,2692,0
10-10-2018,2692,2692,2692,2692,0
11-10-2018,2692,2692,2692,2692,0
12-10-2018,2692,2692,2692,2692,0
15-10-2018,2692,2692,2692,2692,0
16-10-2018,2692,2692,2692,2692,0
17-10-2018,2692,2692,2692,2692,0
19-10-2018,2692,2692,2692,2692,0
22-10-2018,2692,2692,2692,2692,0
23-10-2018,2692,2692,2692,2692,0
24-10-2018,2692,2692,2692,2692,0
25-10-2018,2850,2850,2850,2850,5
26-10-2018,2900,2900,2828,2829,22
29-10-2018,2858,3000,2858,3000,2
30-10-2018,2858,2858,2858,2858,0
31-10-2018,2905,2905,2880,2880,10
01-11-2018,2905,2905,2905,2905,0
02-11-2018,2905,2905,2905,2905,0
05-11-2018,2905,2905,2905,2905,0
06-11-2018,2905,2905,2905,2905,0
07-11-2018,2905,2905,2905,2905,0
09-11-2018,2905,2905,2905,2905,0
12-11-2018,2905,2905,2905,2905,0
13-11-2018,2905,2905,2905,2905,0
14-11-2018,2905,2905,2905,2905,0
15-11-2018,2905,2905,2905,2905,0
16-11-2018,2905,2905,2905,2905,0
19-11-2018,2905,2905,2905,2905,0
20-11-2018,2905,2905,2905,2905,0
21-11-2018,2905,2905,2905,2905,0
22-11-2018,2905,2905,2905,2905,0
26-11-2018,2830,2830,2830,2830,1
27-11-2018,2800,2800,2800,2800,2
28-11-2018,2800,2800,2800,2800,0
29-11-2018,2800,2800,2800,2800,0
30-11-2018,2730.01001,2800,2730.01001,2800,13
03-12-2018,2797.5,2800,2790,2799,120
04-12-2018,2820,2820,2820,2820,10
05-12-2018,2820,2820,2820,2820,0
06-12-2018,2820,2820,2820,2820,0
07-12-2018,2820,2820,2820,2820,0
10-12-2018,2939.98999,2939.98999,2939.98999,2939.98999,2
11-12-2018,2900,2900,2900,2900,19
12-12-2018,2900,2900,2900,2900,0
13-12-2018,2900,2900,2900,2900,0
14-12-2018,2900,2900,2900,2900,0
17-12-2018,2900,2900,2900,2900,0
18-12-2018,2900,2900,2900,2900,0
19-12-2018,2900,2900,2900,2900,0
20-12-2018,2900,2900,2900,2900,0
21-12-2018,2900,2900,2900,2900,0
24-12-2018,2900,2900,2900,2900,0
26-12-2018,2900,2900,2900,2900,0
27-12-2018,2900,2900,2900,2900,0
28-12-2018,2900,2900,2900,2900,0
31-12-2018,2900,2900,2900,2900,0
01-01-2019,2900,2900,2900,2900,0
02-01-2019,2900,2900,2900,2900,0
03-01-2019,2926,2926,2926,2926,35
04-01-2019,2926,2926,2926,2926,0
07-01-2019,2926,2926,2926,2926,0
08-01-2019,2926,2926,2926,2926,0
09-01-2019,2926,2926,2926,2926,0
10-01-2019,2926,2926,2926,2926,0
11-01-2019,2926,2926,2926,2926,0
14-01-2019,2950,2950,2950,2950,7
15-01-2019,2950,2950,2950,2950,12
16-01-2019,2950,2950,2950,2950,0
17-01-2019,2950,2950,2950,2950,0
18-01-2019,2950,2950,2950,2950,0
21-01-2019,2950,2950,2950,2950,25
22-01-2019,2950,2950,2950,2950,0
23-01-2019,2950,2950,2950,2950,0
24-01-2019,2950,2950,2950,2950,0
25-01-2019,2950,2950,2950,2950,0
28-01-2019,2950,2950,2950,2950,0
29-01-2019,2950,2950,2950,2950,0
30-01-2019,2925,2925,2905,2905,8
31-01-2019,2925,2925,2925,2925,0
01-02-2019,2925,2925,2925,2925,0
04-02-2019,3046.600098,3046.600098,3046.600098,3046.600098,10
05-02-2019,3046.600098,3046.600098,3046.600098,3046.600098,0
06-02-2019,3046.600098,3046.600098,3046.600098,3046.600098,0
07-02-2019,3046.600098,3046.600098,3046.600098,3046.600098,0
08-02-2019,3046.600098,3046.600098,3046.600098,3046.600098,0
11-02-2019,3046.600098,3046.600098,3046.600098,3046.600098,0
12-02-2019,3046.600098,3046.600098,3046.600098,3046.600098,0
14-02-2019,2992,2992,2992,2992,0
15-02-2019,2992,2992,2992,2992,0
18-02-2019,2992,2992,2992,2992,0
19-02-2019,3055,3056.100098,3050,3050,16
20-02-2019,3055,3055,3055,3055,0
21-02-2019,3055,3055,3055,3055,0
22-02-2019,3045,3045,2965,2965,10
25-02-2019,2979,2979,2979,2979,10
26-02-2019,2979,2979,2979,2979,0
27-02-2019,2979,2979,2979,2979,0
28-02-2019,2979,2979,2979,2979,0
01-03-2019,2979,2979,2979,2979,0
05-03-2019,2979,2979,2979,2979,0
06-03-2019,2979,2979,2979,2979,0
07-03-2019,2979,2979,2979,2979,0
08-03-2019,2979,2979,2979,2979,0
11-03-2019,2979,2979,2979,2979,0
12-03-2019,2903,2903,2903,2903,8
13-03-2019,2903,2903,2903,2903,0
14-03-2019,2903,2903,2903,2903,0
15-03-2019,2903,2903,2903,2903,0
18-03-2019,2903,2903,2903,2903,0
19-03-2019,2903,2903,2903,2903,0
20-03-2019,2903,2903,2903,2903,0
22-03-2019,2903,2903,2903,2903,0
25-03-2019,2903,2903,2903,2903,0
26-03-2019,2903,2903,2903,2903,0
27-03-2019,2903,2903,2903,2903,0
28-03-2019,2903,2903,2903,2903,0
01-04-2019,2903,2903,2903,2903,0
02-04-2019,2903,2903,2903,2903,0
03-04-2019,2903,2903,2903,2903,0
04-04-2019,2903,2903,2903,2903,0
05-04-2019,2903,2903,2903,2903,0
08-04-2019,2903,2903,2903,2903,0
09-04-2019,2903,2903,2903,2903,0
10-04-2019,2903,2903,2903,2903,0
11-04-2019,2903,2903,2903,2903,0
12-04-2019,2862.669922,2880,2855.01001,2880,4
15-04-2019,2862.669922,2862.669922,2862.669922,2862.669922,0
16-04-2019,2862.669922,2862.669922,2862.669922,2862.669922,0
18-04-2019,2862.669922,2862.669922,2862.669922,2862.669922,0
22-04-2019,2862.669922,2862.669922,2862.669922,2862.669922,0
23-04-2019,2851,2855,2849,2855,4
24-04-2019,2851,2851,2851,2851,0
25-04-2019,2851,2851,2851,2851,0
26-04-2019,2910,2910,2910,2910,10
30-04-2019,2920,2920,2920,2920,1
02-05-2019,2920,2920,2920,2920,0
03-05-2019,2920,2920,2920,2920,0
06-05-2019,2920,2920,2920,2920,0
07-05-2019,2920,2920,2920,2920,0
08-05-2019,2855,2855,2855,2855,2
09-05-2019,2855,2855,2855,2855,0
10-05-2019,2855,2855,2855,2855,0
13-05-2019,2855,2855,2855,2855,0
14-05-2019,2855,2855,2855,2855,0
15-05-2019,2855,2855,2855,2855,0
16-05-2019,2855,2855,2855,2855,0
17-05-2019,2855,2855,2855,2855,0
20-05-2019,2855,2855,2855,2855,0
21-05-2019,2855,2855,2855,2855,0
22-05-2019,2855,2855,2855,2855,0
23-05-2019,2855,2855,2855,2855,0
24-05-2019,2855,2855,2855,2855,0
27-05-2019,2855,2855,2855,2855,0
28-05-2019,2855,2855,2855,2855,0
29-05-2019,2855,2855,2855,2855,0
30-05-2019,2855,2855,2855,2855,0
31-05-2019,2855,2855,2855,2855,0
03-06-2019,2855,2855,2855,2855,0
04-06-2019,3090,3090,3090,3090,1
06-06-2019,2950,2950,2859.01001,2859.01001,2
07-06-2019,2950,2950,2950,2950,0
10-06-2019,2950,2950,2950,2950,0
11-06-2019,2950,2950,2950,2950,0
12-06-2019,2950,2950,2950,2950,0
13-06-2019,2950,2950,2950,2950,0
14-06-2019,3000,3000,3000,3000,2
17-06-2019,3000,3000,3000,3000,0
18-06-2019,2970,3000,2900.01001,2900.01001,52
19-06-2019,2970,2970,2970,2970,0
20-06-2019,3050,3050,3000,3000,74
21-06-2019,3105,3105,3050,3050,24
24-06-2019,3081,3105,3000,3105,16
25-06-2019,3081,3081,3081,3081,0
26-06-2019,3070,3299.600098,3031.01001,3299.600098,42
27-06-2019,3095,3299.600098,3095,3299.600098,2
28-06-2019,3071,3071,3071,3071,24
01-07-2019,3050,3050,3031,3031,3
02-07-2019,3050,3050,3050,3050,0
03-07-2019,3100,3100,3100,3100,10
04-07-2019,3100,3100,3100,3100,0
05-07-2019,3100,3100,3100,3100,0
08-07-2019,3100,3100,3100,3100,0
09-07-2019,3100,3100,3100,3100,0
10-07-2019,3100,3100,3100,3100,0
11-07-2019,3100,3100,3100,3100,0
12-07-2019,3100,3100,3100,3100,0
15-07-2019,3100,3100,3100,3100,0
16-07-2019,3100,3100,3100,3100,0
17-07-2019,3100,3100,3100,3100,0
18-07-2019,3100,3100,3100,3100,0
19-07-2019,3187,3187,3187,3187,2
22-07-2019,3187,3187,3187,3187,0
23-07-2019,3187,3187,3187,3187,0
24-07-2019,3187,3187,3187,3187,0
25-07-2019,3187,3187,3187,3187,0
26-07-2019,3187,3187,3187,3187,0
29-07-2019,3187,3187,3187,3187,0
30-07-2019,3187,3187,3187,3187,0
31-07-2019,3187,3187,3187,3187,0
01-08-2019,3187,3187,3187,3187,0
02-08-2019,3187,3187,3187,3187,0
05-08-2019,3300,3301,3250,3250,21
06-08-2019,3300,3300,3300,3300,0
07-08-2019,3350,3350,3314,3314,26
08-08-2019,3350,3350,3350,3350,0
09-08-2019,3389,3395,3355,3395,16
13-08-2019,3400,3400,3400,3400,1
14-08-2019,3400,3400,3400,3400,0
16-08-2019,3400,3400,3400,3400,0
19-08-2019,3400,3400,3311,3350,31
20-08-2019,3400,3400,3400,3400,0
21-08-2019,3445,3445,3431,3431,29
22-08-2019,3445,3445,3445,3445,0
23-08-2019,3391,3391,3380,3380,18
26-08-2019,3391,3391,3391,3391,0
27-08-2019,3391,3391,3391,3391,0
28-08-2019,3510,3800,3510,3545,33
29-08-2019,3510,3510,3510,3510,0
30-08-2019,3465.100098,3800,3465.100098,3745,77
03-09-2019,3465.100098,3465.100098,3465.100098,3465.100098,0
04-09-2019,3465.100098,3465.100098,3465.100098,3465.100098,0
05-09-2019,3465.100098,3465.100098,3465.100098,3465.100098,0
06-09-2019,3465.100098,3465.100098,3465.100098,3465.100098,0
09-09-2019,3465.100098,3465.100098,3465.100098,3465.100098,0
11-09-2019,3634,3634,3634,3634,1
12-09-2019,3371.370117,3450,3357.060059,3450,4
13-09-2019,3371.370117,3371.370117,3371.370117,3371.370117,0
16-09-2019,3371.370117,3371.370117,3371.370117,3371.370117,0
17-09-2019,3371.370117,3371.370117,3371.370117,3371.370117,0
18-09-2019,3380,3380,3352,3380,3
19-09-2019,3380,3380,3380,3380,0
20-09-2019,3380,3380,3380,3380,0
23-09-2019,3380,3380,3380,3380,0
24-09-2019,3380,3380,3380,3380,0
25-09-2019,3380,3380,3380,3380,0
26-09-2019,3410,3410,3354,3354,18
27-09-2019,3410,3410,3410,3410,1
30-09-2019,3410,3410,3410,3410,0
01-10-2019,3364.290039,3369,3320,3350,22
03-10-2019,3364.290039,3364.290039,3364.290039,3364.290039,0
04-10-2019,3490,3490,3410.01001,3410.01001,16
07-10-2019,3490,3490,3490,3490,0
09-10-2019,3490,3490,3490,3490,0
10-10-2019,3490,3490,3490,3490,0
11-10-2019,3490,3490,3490,3490,0
14-10-2019,3494,3494,3494,3494,9
15-10-2019,3494,3494,3494,3494,0
16-10-2019,3494,3494,3494,3494,0
17-10-2019,3494,3494,3494,3494,0
18-10-2019,3451,3451,3396.050049,3396.050049,15
22-10-2019,3423.01001,3423.01001,3423.01001,3423.01001,2
23-10-2019,3423.01001,3423.01001,3423.01001,3423.01001,0
24-10-2019,3423.01001,3423.01001,3423.01001,3423.01001,0
25-10-2019,3462,3510,3462,3499,32
27-10-2019,3498.860107,3549,3490,3500,8
29-10-2019,3498.860107,3498.860107,3498.860107,3498.860107,0
30-10-2019,3450,3500,3450,3500,2
31-10-2019,3460.830078,3505,3452,3500,7
01-11-2019,3500,3599,3500,3500,8
04-11-2019,3599.98999,3599.98999,3500,3500,3
05-11-2019,3599.98999,3599.98999,3599.98999,3599.98999,0
06-11-2019,3433.47998,3450,3422.01001,3422.01001,24
07-11-2019,3433.47998,3433.47998,3433.47998,3433.47998,0
08-11-2019,3460,3460,3431.110107,3431.110107,59
11-11-2019,3460,3460,3460,3460,0
13-11-2019,3460,3460,3460,3460,0
14-11-2019,3460,3460,3460,3460,0
15-11-2019,3460,3460,3460,3460,0
18-11-2019,3460,3460,3460,3460,0
19-11-2019,3460,3460,3460,3460,0
20-11-2019,3460,3460,3460,3460,0
21-11-2019,3460,3460,3460,3460,0
22-11-2019,3460,3460,3460,3460,0
25-11-2019,3460,3460,3460,3460,0
26-11-2019,3445,3445,3411,3411,2
27-11-2019,3445,3445,3445,3445,0
28-11-2019,3445,3445,3445,3445,0
29-11-2019,3445,3445,3445,3445,0
02-12-2019,3445,3445,3445,3445,0
03-12-2019,3445,3445,3445,3445,0
04-12-2019,3445,3445,3445,3445,0
