ds,Open,Volume,Close,Close_Lag1,MA7
2021-10-04,4220.063717509031,17.556429924354394,4211.922072707888,4207.696342169953,4209.954937144462
2021-10-05,4219.970996161787,21.131969768528677,4211.5112747048315,4211.922072707888,4209.106458205989
2021-10-06,4221.339805924132,15.467634571377545,4214.414411365991,4211.5112747048315,4209.386263247697
2021-10-07,4221.562615338789,19.883817955948363,4213.881695217274,4214.414411365991,4210.146190670182
2021-10-08,4223.477324792785,19.66827290428014,4221.45831124713,4213.881695217274,4212.086193975577
2021-10-11,4241.715320260954,20.369043547318995,4235.67787238917,4221.45831124713,4216.65171140032
2021-10-12,4244.779997509075,23.97929143379006,4238.131422745466,4235.67787238917,4220.999580053965
2021-10-13,4249.016042960978,18.27173292897249,4243.578823260375,4238.131422745466,4225.521972990034
2021-10-14,4251.765592458648,22.568060596937862,4245.228382459804,4243.578823260375,4230.338702669315
2021-10-18,4277.902746104761,21.906937592279448,4271.587287495088,4245.228382459804,4238.506256402044
2021-10-19,4281.334723413401,25.104698007974534,4274.081839753672,4271.587287495088,4247.106277050101
2021-10-20,4285.48121449534,18.955618851456997,4279.138830821785,4274.081839753672,4255.346351275051
2021-10-21,4287.69832168655,22.793675950962214,4279.9858194996605,4279.138830821785,4261.676058005121
2021-10-22,4290.804078984457,21.92273519358795,4288.160930385334,4279.9858194996605,4268.823130525103
2021-10-25,4307.842857761808,20.382142936497992,4299.6439753626355,4288.160930385334,4276.832437968283
2021-10-26,4309.010243254938,23.221452220384244,4299.795670588359,4299.6439753626355,4284.627764843791
2021-10-27,4310.681624924049,16.765417247778174,4302.336957164579,4299.795670588359,4289.020574796575
2021-10-28,4310.265551149191,20.355317049946954,4300.545088308185,4302.336957164579,4292.801038875791
2021-10-29,4310.632800066986,19.300456798014444,4306.007335094566,4300.545088308185,4296.639396629046
2021-11-01,4319.328134897921,17.617281022356877,4309.366683248034,4306.007335094566,4300.8366628788135
2021-11-02,4317.823581443408,20.542852839395547,4306.950526073403,4309.366683248034,4303.520890834252
2021-11-03,4316.941936326222,14.233567896228713,4307.049725581238,4306.950526073403,4304.578855151195
2021-11-04,4314.121725544911,18.024064022612325,4302.966666079386,4307.049725581238,4305.031854507056
2021-11-08,4315.4265651678415,16.444837762503912,4304.423949311401,4302.966666079386,4305.329996242316
2021-11-09,4312.481996982837,19.6957217374502,4300.638327037145,4304.423949311401,4305.343316060739
2021-11-10,4310.3524638855315,13.703355298251443,4299.546785191154,4300.638327037145,4304.420380360251
2021-11-11,4306.463461552739,17.791465854200254,4294.439130425575,4299.546785191154,4302.287872814187
2021-11-12,4303.6922445687105,17.25104013744789,4296.9060366579715,4294.439130425575,4300.852945754838
2021-11-15,4304.903621745635,17.026494200418853,4293.117084108717,4296.9060366579715,4298.8625684016215
